FL_Test | INFO flwr 2024-05-25 15:19:20,951 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
FL_Test | INFO flwr 2024-05-26 15:32:26,827 | app.py:225 | app_fit: losses_distributed [(1, 89.61905951500809), (2, 89.97895106689313), (3, 89.89385051181206), (4, 89.19204881124227), (5, 89.03909567101898)]
FL_Test | INFO flwr 2024-05-26 15:32:26,827 | app.py:226 | app_fit: metrics_distributed_fit {'Accuracy': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0)], 'Precision': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0)], 'Recall': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0)]}
FL_Test | INFO flwr 2024-05-26 15:32:26,827 | app.py:227 | app_fit: metrics_distributed {'Accuracy': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0)], 'Precision': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0)], 'Recall': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0)], 'RMSE': [(1, 5.333251), (2, 5.355496), (3, 5.518761), (4, 5.518746), (5, 6.65978)], 'R2': [(1, 0.715986), (2, 0.715522), (3, 0.35952), (4, 0.359521), (5, 0.616434)]}
FL_Test | INFO flwr 2024-05-26 15:32:26,827 | app.py:228 | app_fit: losses_centralized []
FL_Test | INFO flwr 2024-05-26 15:32:26,827 | app.py:229 | app_fit: metrics_centralized {}
FL_Test | INFO flwr 2024-05-26 15:49:02,197 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
FL_Test | INFO flwr 2024-05-26 15:49:02,203 | app.py:175 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
FL_Test | INFO flwr 2024-05-26 15:49:02,203 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-05-26 15:49:02,203 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-05-26 15:53:27,244 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-05-26 15:53:27,244 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-05-26 15:53:27,244 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-05-26 15:55:01,042 | server.py:222 | fit_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 16:00:52,950 | server.py:236 | fit_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 16:00:52,962 | server.py:173 | evaluate_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 16:00:55,446 | server.py:187 | evaluate_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 16:00:55,446 | server.py:222 | fit_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 16:06:05,576 | server.py:236 | fit_round 2 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 16:06:05,576 | server.py:173 | evaluate_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 16:06:07,174 | server.py:187 | evaluate_round 2 received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-26 16:06:07,174 | server.py:153 | FL finished in 759.9216775000095
FL_Test | INFO flwr 2024-05-26 16:06:07,174 | app.py:225 | app_fit: losses_distributed [(1, 133.87596197220196), (2, 139.99739184634882)]
FL_Test | INFO flwr 2024-05-26 16:06:07,174 | app.py:226 | app_fit: metrics_distributed_fit {'Accuracy': [(1, 0.0), (2, 0.0)], 'Precision': [(1, 0.0), (2, 0.0)], 'Recall': [(1, 0.0), (2, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0)]}
FL_Test | INFO flwr 2024-05-26 16:06:07,174 | app.py:227 | app_fit: metrics_distributed {'Accuracy': [(1, 0.0), (2, 0.0)], 'Precision': [(1, 0.0), (2, 0.0)], 'Recall': [(1, 0.0), (2, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0)], 'RMSE': [(1, 7.532742), (2, 7.126211)], 'R2': [(1, 0.512164), (2, 0.486102)]}
FL_Test | INFO flwr 2024-05-26 16:06:07,174 | app.py:228 | app_fit: losses_centralized []
FL_Test | INFO flwr 2024-05-26 16:06:07,174 | app.py:229 | app_fit: metrics_centralized {}
FL_Test | INFO flwr 2024-05-26 16:10:42,595 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=3, round_timeout=None)
FL_Test | INFO flwr 2024-05-26 16:10:42,595 | app.py:175 | Flower ECE: gRPC server running (3 rounds), SSL is disabled
FL_Test | INFO flwr 2024-05-26 16:10:42,595 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-05-26 16:10:42,595 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-05-26 16:14:33,971 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-05-26 16:14:33,971 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-05-26 16:14:33,981 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-05-26 16:15:55,037 | server.py:222 | fit_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 16:21:16,965 | server.py:236 | fit_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 16:21:16,965 | server.py:173 | evaluate_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 16:21:19,251 | server.py:187 | evaluate_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 16:21:19,251 | server.py:222 | fit_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 16:26:38,154 | server.py:236 | fit_round 2 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 16:26:38,162 | server.py:173 | evaluate_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 16:26:40,510 | server.py:187 | evaluate_round 2 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 16:26:40,510 | server.py:222 | fit_round 3: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 16:32:01,634 | server.py:236 | fit_round 3 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 16:32:01,634 | server.py:173 | evaluate_round 3: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 16:32:03,729 | server.py:187 | evaluate_round 3 received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-26 16:32:03,729 | server.py:153 | FL finished in 1049.744528700132
FL_Test | INFO flwr 2024-05-26 16:32:03,729 | app.py:225 | app_fit: losses_distributed [(1, 133.93745510540816), (2, 133.3597288492688), (3, 127.78955340977208)]
FL_Test | INFO flwr 2024-05-26 16:32:03,729 | app.py:226 | app_fit: metrics_distributed_fit {'Accuracy': [(1, 0.0), (2, 0.0), (3, 0.0)], 'Precision': [(1, 0.0), (2, 0.0), (3, 0.0)], 'Recall': [(1, 0.0), (2, 0.0), (3, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0), (3, 0.0)]}
FL_Test | INFO flwr 2024-05-26 16:32:03,729 | app.py:227 | app_fit: metrics_distributed {'Accuracy': [(1, 0.0), (2, 0.0), (3, 0.0)], 'Precision': [(1, 0.0), (2, 0.0), (3, 0.0)], 'Recall': [(1, 0.0), (2, 0.0), (3, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0), (3, 0.0)], 'RMSE': [(1, 7.484774), (2, 7.499113), (3, 8.412836)], 'R2': [(1, 0.513989), (2, 0.513721), (3, 0.574895)]}
FL_Test | INFO flwr 2024-05-26 16:32:03,729 | app.py:228 | app_fit: losses_centralized []
FL_Test | INFO flwr 2024-05-26 16:32:03,729 | app.py:229 | app_fit: metrics_centralized {}
FL_Test | INFO flwr 2024-05-26 16:33:05,247 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=4, round_timeout=None)
FL_Test | INFO flwr 2024-05-26 16:33:05,257 | app.py:175 | Flower ECE: gRPC server running (4 rounds), SSL is disabled
FL_Test | INFO flwr 2024-05-26 16:33:05,257 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-05-26 16:33:05,257 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-05-26 16:37:13,131 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-05-26 16:37:13,131 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-05-26 16:37:13,131 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-05-26 16:38:32,952 | server.py:222 | fit_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 16:43:52,279 | server.py:236 | fit_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 16:43:52,281 | server.py:173 | evaluate_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 16:43:54,701 | server.py:187 | evaluate_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 16:43:54,701 | server.py:222 | fit_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 16:49:18,010 | server.py:236 | fit_round 2 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 16:49:18,010 | server.py:173 | evaluate_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 16:49:20,362 | server.py:187 | evaluate_round 2 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 16:49:20,362 | server.py:222 | fit_round 3: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 16:54:37,123 | server.py:236 | fit_round 3 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 16:54:37,125 | server.py:173 | evaluate_round 3: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 16:54:39,497 | server.py:187 | evaluate_round 3 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 16:54:39,497 | server.py:222 | fit_round 4: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 16:59:31,512 | server.py:236 | fit_round 4 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 16:59:31,512 | server.py:173 | evaluate_round 4: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 16:59:33,944 | server.py:187 | evaluate_round 4 received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-26 16:59:33,944 | server.py:153 | FL finished in 1340.8031018001493
FL_Test | INFO flwr 2024-05-26 16:59:33,944 | app.py:225 | app_fit: losses_distributed [(1, 137.96630378891757), (2, 126.74840179796897), (3, 146.78728800663598), (4, 132.07945990848606)]
FL_Test | INFO flwr 2024-05-26 16:59:33,944 | app.py:226 | app_fit: metrics_distributed_fit {'Accuracy': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0)], 'Precision': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0)], 'Recall': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0)]}
FL_Test | INFO flwr 2024-05-26 16:59:33,944 | app.py:227 | app_fit: metrics_distributed {'Accuracy': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0)], 'Precision': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0)], 'Recall': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0)], 'RMSE': [(1, 7.46675), (2, 8.381337), (3, 7.340914), (4, 8.634494)], 'R2': [(1, 0.514998), (2, 0.575803), (3, 0.477379), (4, 0.567073)]}
FL_Test | INFO flwr 2024-05-26 16:59:33,944 | app.py:228 | app_fit: losses_centralized []
FL_Test | INFO flwr 2024-05-26 16:59:33,944 | app.py:229 | app_fit: metrics_centralized {}
FL_Test | INFO flwr 2024-05-26 17:27:04,735 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=5, round_timeout=None)
FL_Test | INFO flwr 2024-05-26 17:27:04,744 | app.py:175 | Flower ECE: gRPC server running (5 rounds), SSL is disabled
FL_Test | INFO flwr 2024-05-26 17:27:04,744 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-05-26 17:27:04,744 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-05-26 17:30:28,189 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-05-26 17:30:28,189 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-05-26 17:30:28,197 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-05-26 17:31:45,387 | server.py:222 | fit_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 17:37:28,887 | server.py:236 | fit_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 17:37:28,889 | server.py:173 | evaluate_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 17:37:31,311 | server.py:187 | evaluate_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 17:37:31,312 | server.py:222 | fit_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 17:42:52,459 | server.py:236 | fit_round 2 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 17:42:52,459 | server.py:173 | evaluate_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 17:42:54,877 | server.py:187 | evaluate_round 2 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 17:42:54,877 | server.py:222 | fit_round 3: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 17:48:11,497 | server.py:236 | fit_round 3 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 17:48:11,497 | server.py:173 | evaluate_round 3: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 17:48:13,986 | server.py:187 | evaluate_round 3 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 17:48:13,986 | server.py:222 | fit_round 4: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 17:53:28,928 | server.py:236 | fit_round 4 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 17:53:28,928 | server.py:173 | evaluate_round 4: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 17:53:31,449 | server.py:187 | evaluate_round 4 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 17:53:31,449 | server.py:222 | fit_round 5: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 17:58:48,361 | server.py:236 | fit_round 5 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-26 17:58:48,361 | server.py:173 | evaluate_round 5: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-26 17:58:50,729 | server.py:187 | evaluate_round 5 received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-26 17:58:50,729 | server.py:153 | FL finished in 1702.5321253999136
FL_Test | INFO flwr 2024-05-26 17:58:50,729 | app.py:225 | app_fit: losses_distributed [(1, 124.36089591954516), (2, 134.0569939496218), (3, 131.76485995555797), (4, 126.75939245009607), (5, 134.77264056407435)]
FL_Test | INFO flwr 2024-05-26 17:58:51,203 | app.py:226 | app_fit: metrics_distributed_fit {'Accuracy': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0)], 'Precision': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0)], 'Recall': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0)]}
FL_Test | INFO flwr 2024-05-26 17:58:51,203 | app.py:227 | app_fit: metrics_distributed {'Accuracy': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0)], 'Precision': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0)], 'Recall': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0)], 'RMSE': [(1, 8.257716), (2, 7.518094), (3, 8.537334), (4, 7.44249), (5, 6.859609)], 'R2': [(1, 0.57998), (2, 0.512511), (3, 0.570485), (4, 0.515716), (5, 0.49624)]}
FL_Test | INFO flwr 2024-05-26 17:58:51,203 | app.py:228 | app_fit: losses_centralized []
FL_Test | INFO flwr 2024-05-26 17:58:51,203 | app.py:229 | app_fit: metrics_centralized {}
FL_Test | INFO flwr 2024-05-28 17:12:38,686 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
FL_Test | INFO flwr 2024-05-28 17:12:38,686 | app.py:175 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
FL_Test | INFO flwr 2024-05-28 17:12:38,686 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-05-28 17:12:38,686 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-05-28 17:20:09,002 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-05-28 17:20:09,002 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-05-28 17:20:09,002 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-05-28 17:20:26,416 | server.py:222 | fit_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-28 17:26:45,217 | server.py:236 | fit_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-28 17:26:45,217 | server.py:173 | evaluate_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-28 17:26:46,844 | server.py:187 | evaluate_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-28 17:26:46,844 | server.py:222 | fit_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-28 17:32:19,081 | server.py:236 | fit_round 2 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-28 17:32:19,081 | server.py:173 | evaluate_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-28 17:32:20,772 | server.py:187 | evaluate_round 2 received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-28 17:32:20,772 | server.py:153 | FL finished in 731.7724503001664
FL_Test | INFO flwr 2024-05-28 17:32:20,782 | app.py:225 | app_fit: losses_distributed [(1, 84.80466105428032), (2, 81.83663029495399)]
FL_Test | INFO flwr 2024-05-28 17:32:20,782 | app.py:226 | app_fit: metrics_distributed_fit {'Accuracy': [(1, 0.0), (2, 0.0)], 'Precision': [(1, 0.0), (2, 0.0)], 'Recall': [(1, 0.0), (2, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0)]}
FL_Test | INFO flwr 2024-05-28 17:32:20,782 | app.py:227 | app_fit: metrics_distributed {'Accuracy': [(1, 0.0), (2, 0.0)], 'Precision': [(1, 0.0), (2, 0.0)], 'Recall': [(1, 0.0), (2, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0)], 'RMSE': [(1, 5.345726), (2, 5.331534)], 'R2': [(1, 0.518822), (2, 0.51963)]}
FL_Test | INFO flwr 2024-05-28 17:32:20,782 | app.py:228 | app_fit: losses_centralized []
FL_Test | INFO flwr 2024-05-28 17:32:20,782 | app.py:229 | app_fit: metrics_centralized {}
FL_Test | INFO flwr 2024-05-29 12:17:52,781 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
FL_Test | INFO flwr 2024-05-29 12:17:52,787 | app.py:175 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
FL_Test | INFO flwr 2024-05-29 12:17:52,787 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-05-29 12:17:52,787 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-05-29 12:19:59,357 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-05-29 12:19:59,357 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-05-29 12:19:59,365 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-05-29 12:21:25,777 | server.py:222 | fit_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-29 12:25:07,064 | server.py:236 | fit_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-29 12:25:07,066 | server.py:173 | evaluate_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-29 12:25:08,414 | server.py:187 | evaluate_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-29 12:25:08,414 | server.py:222 | fit_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-29 12:29:16,345 | server.py:236 | fit_round 2 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-29 12:29:16,345 | server.py:173 | evaluate_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-29 12:29:17,820 | server.py:187 | evaluate_round 2 received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-29 12:29:17,820 | server.py:153 | FL finished in 558.4540933999233
FL_Test | INFO flwr 2024-05-29 12:29:17,820 | app.py:225 | app_fit: losses_distributed [(1, 84.01404142336848), (2, 82.79134595110436)]
FL_Test | INFO flwr 2024-05-29 12:29:17,820 | app.py:226 | app_fit: metrics_distributed_fit {'RMSE': [(1, 0.0), (2, 0.0)], 'R2': [(1, 0.0), (2, 0.0)]}
FL_Test | INFO flwr 2024-05-29 12:29:17,820 | app.py:227 | app_fit: metrics_distributed {'RMSE': [(1, 8.321746), (2, 8.208916)], 'R2': [(1, 0.852784), (2, 0.854609)]}
FL_Test | INFO flwr 2024-05-29 12:29:17,833 | app.py:228 | app_fit: losses_centralized []
FL_Test | INFO flwr 2024-05-29 12:29:17,833 | app.py:229 | app_fit: metrics_centralized {}
FL_Test | INFO flwr 2024-05-29 12:31:54,040 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=3, round_timeout=None)
FL_Test | INFO flwr 2024-05-29 12:31:54,050 | app.py:175 | Flower ECE: gRPC server running (3 rounds), SSL is disabled
FL_Test | INFO flwr 2024-05-29 12:31:54,050 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-05-29 12:31:54,050 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-05-29 12:34:01,844 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-05-29 12:34:01,846 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-05-29 12:34:01,846 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-05-29 12:35:25,008 | server.py:222 | fit_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-29 12:39:08,835 | server.py:236 | fit_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-29 12:39:08,843 | server.py:173 | evaluate_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-29 12:39:10,196 | server.py:187 | evaluate_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-29 12:39:10,196 | server.py:222 | fit_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-29 12:43:03,309 | server.py:236 | fit_round 2 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-29 12:43:03,309 | server.py:173 | evaluate_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-29 12:43:04,929 | server.py:187 | evaluate_round 2 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-29 12:43:04,929 | server.py:222 | fit_round 3: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-29 12:46:46,944 | server.py:236 | fit_round 3 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-29 12:46:46,952 | server.py:173 | evaluate_round 3: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-29 12:46:48,834 | server.py:187 | evaluate_round 3 received 3 results and 0 failures
FL_Test | INFO flwr 2024-05-29 12:46:48,834 | server.py:153 | FL finished in 766.992072199937
FL_Test | INFO flwr 2024-05-29 12:46:48,842 | app.py:225 | app_fit: losses_distributed [(1, 82.71192209974821), (2, 82.67448724358293), (3, 82.39820568981298)]
FL_Test | INFO flwr 2024-05-29 12:46:48,842 | app.py:226 | app_fit: metrics_distributed_fit {'RMSE': [(1, 0.0), (2, 0.0), (3, 0.0)], 'R2': [(1, 0.0), (2, 0.0), (3, 0.0)]}
FL_Test | INFO flwr 2024-05-29 12:46:48,842 | app.py:227 | app_fit: metrics_distributed {'RMSE': [(1, 8.19374), (2, 8.18012), (3, 8.143473)], 'R2': [(1, 0.854718), (2, 0.854727), (3, 0.855121)]}
FL_Test | INFO flwr 2024-05-29 12:46:48,842 | app.py:228 | app_fit: losses_centralized []
FL_Test | INFO flwr 2024-05-29 12:46:48,842 | app.py:229 | app_fit: metrics_centralized {}
FL_Test | INFO flwr 2024-05-29 12:57:14,062 | app.py:162 | Starting Flower server, config: ServerConfig(num_rounds=4, round_timeout=None)
FL_Test | INFO flwr 2024-05-29 12:57:14,077 | app.py:175 | Flower ECE: gRPC server running (4 rounds), SSL is disabled
FL_Test | INFO flwr 2024-05-29 12:57:14,077 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-05-29 12:57:14,077 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-05-29 12:59:58,408 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-05-29 12:59:58,410 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-05-29 12:59:58,416 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-05-29 13:03:59,239 | server.py:222 | fit_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-29 13:11:50,662 | server.py:236 | fit_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-29 13:11:50,667 | server.py:173 | evaluate_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-29 13:11:54,213 | server.py:187 | evaluate_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-29 13:11:54,214 | server.py:222 | fit_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-29 13:19:46,750 | server.py:236 | fit_round 2 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-29 13:19:46,753 | server.py:173 | evaluate_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-29 13:19:50,290 | server.py:187 | evaluate_round 2 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-29 13:19:50,291 | server.py:222 | fit_round 3: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-05-29 13:27:33,529 | server.py:236 | fit_round 3 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-05-29 13:27:33,537 | server.py:173 | evaluate_round 3: strategy sampled 3 clients (out of 3)
